Product Name,Original Price,Final Price,Discount,Ratings,Total Reviews,Company
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"64,990","38,990",40% off,4.2,334 Ratings & 57 Reviews,Infinix
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,"1,46,890","99,900",31% off,4.3,142 Ratings & 18 Reviews,Lenovo
HP 245 G8 AMD Ryzen 5 Quad Core 3500u - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,"48,990","32,990",32% off,3.9,55 Ratings & 6 Reviews,HP
HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,"74,495","35,990",51% off,4.0,179 Ratings & 9 Reviews,HP
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin...,"62,990","36,990",41% off,4.4,"3,069 Ratings & 339 Reviews",MSI
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"64,990","44,990",30% off,3.7,203 Ratings & 11 Reviews,Acer
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,"64,890","46,701",28% off,4.0,54 Ratings & 6 Reviews,DELL
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"99,900","83,990",15% off,4.7,"17,356 Ratings & 1,077 Reviews",Apple
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7U4HN/A,"99,900","92,990",6% off,4.7,"17,356 Ratings & 1,077 Reviews",Apple
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"94,990","74,990",21% off,4.7,10 Ratings & 1 Reviews,MSI
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"1,24,790","87,990",29% off,4.5,847 Ratings & 63 Reviews,Lenovo
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"59,990","32,990",45% off,4.2,398 Ratings & 49 Reviews,Infinix
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"74,990","44,990",40% off,4.4,"2,476 Ratings & 199 Reviews",ASUS
Acer Aspire Lite Multicolor Backlit AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) A...,"60,496","34,590",42% off,4.0,873 Ratings & 76 Reviews,Acer
ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Th...,"85,990","64,990",24% off,,,ASUS
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"59,990","32,990",45% off,4.2,398 Ratings & 49 Reviews,Infinix
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A325-51 Thin and Light ...,"47,990","30,990",35% off,,,Acer
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"73,990","50,990",31% off,4.8,4 Ratings & 0 Reviews,MSI
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,"55,990","39,990",28% off,3.7,3 Ratings & 0 Reviews,MSI
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and ...,"54,090","31,990",40% off,3.9,14 Ratings & 0 Reviews,Lenovo
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,"38,746","31,990",17% off,4.3,"1,619 Ratings & 225 Reviews",DELL
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,"55,990","39,990",28% off,3.7,3 Ratings & 0 Reviews,MSI
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and ...,"54,090","31,990",40% off,3.9,14 Ratings & 0 Reviews,Lenovo
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"82,690","65,490",20% off,4.4,684 Ratings & 71 Reviews,Lenovo
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,"38,746","31,990",17% off,4.3,"1,619 Ratings & 225 Reviews",DELL
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,"1,37,988","1,14,990",16% off,,,SAMSUNG
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,"74,990","34,490",54% off,,,HP
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Lap...,"52,273","38,990",25% off,4.2,223 Ratings & 19 Reviews,HP
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"68,323","36,900",45% off,4.0,235 Ratings & 25 Reviews,Acer
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,"1,01,999","84,990",16% off,4.1,88 Ratings & 9 Reviews,Acer
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"55,990","41,990",25% off,4.2,"2,162 Ratings & 143 Reviews",ASUS
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"51,997","39,990",23% off,3.8,26 Ratings & 2 Reviews,DELL
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"79,990","47,990",40% off,4.3,67 Ratings & 5 Reviews,Infinix
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82XD003MIN Thin and ...,"73,990","60,000",18% off,4.1,98 Ratings & 5 Reviews,Lenovo
Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,"48,999","30,390",37% off,4.2,824 Ratings & 81 Reviews,Acer
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,"79,999","49,990",37% off,4.3,524 Ratings & 61 Reviews,Acer
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,"82,896","72,990",11% off,4.4,89 Ratings & 7 Reviews,HP
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"87,990","62,490",28% off,4.4,684 Ratings & 71 Reviews,Lenovo
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDI...,"70,990","54,990",22% off,3.8,4 Ratings & 1 Reviews,ASUS
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"1,46,890","89,990",38% off,3.9,37 Ratings & 5 Reviews,Lenovo
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,"66,000","35,699",45% off,4.2,17 Ratings & 1 Reviews,Lenovo
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,"2,56,999","2,39,990",6% off,4.4,7 Ratings & 1 Reviews,Acer
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,"35,999","24,800",31% off,4.0,694 Ratings & 46 Reviews,Lenovo
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,"89,356","72,990",18% off,4.4,140 Ratings & 10 Reviews,HP
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,"1,19,990","94,990",20% off,4.5,53 Ratings & 5 Reviews,ASUS
Lenovo ThinkBook 16 G6 ABP AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 21KKA0G1IN...,"89,640","54,989",38% off,4.1,262 Ratings & 30 Reviews,Lenovo
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"58,890","32,990",43% off,4.2,"1,720 Ratings & 96 Reviews",Lenovo
HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,"64,957","41,990",35% off,4.0,114 Ratings & 4 Reviews,HP
MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"83,990","62,990",25% off,,,MSI
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light ...,"50,990","28,290",44% off,,,HP
MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,"54,990","38,990",29% off,4.3,"1,786 Ratings & 176 Reviews",MSI
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,"48,990","32,990",32% off,4.3,"1,657 Ratings & 182 Reviews",MSI
Lenovo V15 Intel Core i3 12th Gen - (8 GB/512 GB SSD/DOS/512 MB Graphics) V15 Laptop,"53,632","29,990",44% off,4.0,72 Ratings & 2 Reviews,Lenovo
ASUS Vivobook 15 Intel Pentium Dual Core 7505 - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ122WS Thin...,"40,990","26,990",34% off,4.0,46 Ratings & 5 Reviews,ASUS
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"95,746","79,990",16% off,4.1,72 Ratings & 3 Reviews,HP
DELL Vostro 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and...,"62,415","50,990",18% off,,,DELL
HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,"93,261","76,990",17% off,4.1,267 Ratings & 20 Reviews,HP
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s- eq1561AU Thin and Light Laptop,"42,999","26,970",37% off,3.7,66 Ratings & 4 Reviews,HP
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","51,355","40,800",20% off,4.1,97 Ratings & 11 Reviews,DELL
Acer AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,"59,990","39,990",33% off,,,Acer
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"44,990","20,990",53% off,4.1,388 Ratings & 66 Reviews,CHUWI
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-816IN ...,"66,990","49,990",25% off,4.2,160 Ratings & 21 Reviews,MSI
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,"68,990","52,990",23% off,4.2,160 Ratings & 21 Reviews,MSI
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,"52,990","42,990",18% off,4.4,193 Ratings & 21 Reviews,MSI
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,"48,990","31,990",34% off,4.1,91 Ratings & 10 Reviews,MSI
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,"37,690","25,990",31% off,4.1,396 Ratings & 20 Reviews,Lenovo
HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"88,862","73,990",16% off,4.4,334 Ratings & 25 Reviews,HP
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","50,917","37,990",25% off,4.1,97 Ratings & 11 Reviews,DELL
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,"96,136","74,990",21% off,4.2,495 Ratings & 38 Reviews,HP
SAMSUNG Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 1...,"1,67,990","1,39,990",16% off,,,SAMSUNG
HP OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,"1,92,386","1,25,990",34% off,4.2,13 Ratings & 2 Reviews,HP
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and...,"35,990","18,900",47% off,4.3,24 Ratings & 0 Reviews,DELL
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,"54,490","40,190",26% off,4.3,8 Ratings & 2 Reviews,Lenovo
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,"56,490","38,990",30% off,4.1,127 Ratings & 12 Reviews,Lenovo
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop,"62,100","45,690",26% off,4.3,297 Ratings & 26 Reviews,Lenovo
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"85,990","53,990",37% off,4.3,"7,386 Ratings & 584 Reviews",ASUS
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"43,999","28,990",34% off,4.2,"12,916 Ratings & 955 Reviews",Acer
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"52,890","31,990",39% off,4.0,354 Ratings & 20 Reviews,Lenovo
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"50,843","37,990",25% off,4.2,434 Ratings & 28 Reviews,HP
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"32,999","15,990",51% off,3.9,397 Ratings & 60 Reviews,Acer
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"33,999","17,990",47% off,3.9,397 Ratings & 60 Reviews,Acer
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1022TU Thin and Light Laptop,"81,894","67,990",16% off,4.2,22 Ratings & 2 Reviews,HP
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"1,11,990","87,990",21% off,4.5,94 Ratings & 6 Reviews,ASUS
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"93,021","78,490",15% off,3.9,19 Ratings & 2 Reviews,DELL
HP Pavilion Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Ligh...,"78,054","57,990",25% off,4.2,774 Ratings & 64 Reviews,HP
Lenovo ThinkBook AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G6 Thin...,"86,130","45,990",46% off,4.3,317 Ratings & 43 Reviews,Lenovo
Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"1,30,090","83,990",35% off,4.5,4 Ratings & 1 Reviews,Lenovo
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,"1,10,990","83,990",24% off,4.5,81 Ratings & 8 Reviews,ASUS
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"94,990","63,900",32% off,4.0,29 Ratings & 0 Reviews,MSI
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,"48,419","31,152",35% off,4.2,"1,959 Ratings & 170 Reviews",HP
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,"43,990","25,490",42% off,4.0,652 Ratings & 68 Reviews,Acer
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,"68,718","47,490",30% off,,,DELL
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MC7A4HN/A,,"1,24,900",46% off,4.6,90 Ratings & 16 Reviews,Apple
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"50,990","33,990",33% off,4.3,"1,448 Ratings & 140 Reviews",ASUS
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,"1,21,690","87,390",28% off,4.2,90 Ratings & 6 Reviews,Lenovo
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"87,990","74,990",14% off,,,MSI
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"82,990","64,990",21% off,4.4,35 Ratings & 0 Reviews,MSI
MSI Cyborg 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"97,990","79,990",18% off,4.8,17 Ratings & 3 Reviews,MSI
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"72,990","52,989",27% off,,,MSI
HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...,"59,899","51,490",14% off,4.5,"1,717 Ratings & 172 Reviews",HP
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,"68,990","52,990",23% off,4.5,19 Ratings & 4 Reviews,MSI
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,"1,42,999","1,14,990",19% off,4.4,72 Ratings & 10 Reviews,Acer
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,"1,07,690","73,690",31% off,4.1,514 Ratings & 62 Reviews,Lenovo
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"95,890","70,690",26% off,3.5,21 Ratings & 1 Reviews,Lenovo
DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop,"73,000","31,999",56% off,4.2,320 Ratings & 26 Reviews,DELL
HP AMD Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,"36,990","26,490",28% off,4.1,"3,942 Ratings & 292 Reviews",HP
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072...,"78,990","62,990",20% off,4.1,84 Ratings & 9 Reviews,MSI
Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,"45,650","28,090",38% off,3.6,22 Ratings & 4 Reviews,Lenovo
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"1,99,999","1,88,990",5% off,4.0,3 Ratings & 0 Reviews,Acer
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"44,990","33,990",24% off,4.2,"1,260 Ratings & 92 Reviews",Lenovo
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14I...,"1,03,790","73,190",29% off,4.2,335 Ratings & 44 Reviews,Lenovo
MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,"78,990","42,990",45% off,4.2,160 Ratings & 21 Reviews,MSI
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5006TU Thin and Light Laptop,"49,691","35,990",27% off,4.1,592 Ratings & 35 Reviews,HP
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"79,990","71,900",10% off,4.4,524 Ratings & 45 Reviews,ASUS
ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,"57,990","36,990",36% off,3.9,494 Ratings & 34 Reviews,ASUS
Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,"71,400","30,000",57% off,3.9,67 Ratings & 6 Reviews,Lenovo
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW1M3HN/A,,"1,44,900",26% off,,,Apple
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,"70,990","42,990",39% off,4.2,"7,481 Ratings & 419 Reviews",ASUS
DELL Inspiron 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Lig...,"68,258","55,990",17% off,,,DELL
DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"1,11,944","90,990",18% off,,,DELL
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,"82,211","56,499",31% off,4.2,655 Ratings & 34 Reviews,DELL
ASUS AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,"50,990","31,450",38% off,,,ASUS
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"1,97,999","1,79,990",9% off,,,Acer
MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"1,09,990","61,190",44% off,4.4,7 Ratings & 1 Reviews,MSI
Acer Extensa AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,"1,20,000","50,999",27% off,4.1,185 Ratings & 24 Reviews,Acer
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"1,01,090","86,490",22% off,4.5,847 Ratings & 63 Reviews,Lenovo
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,"71,072","77,990",30% off,4.1,293 Ratings & 34 Reviews,Lenovo
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"58,900","49,299",39% off,4.2,"2,002 Ratings & 102 Reviews",Lenovo
HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,"42,999","35,499",30% off,4.0,202 Ratings & 10 Reviews,HP
HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,"75,059","29,999",18% off,4.3,703 Ratings & 49 Reviews,HP
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,"43,631","61,490",39% off,4.3,56 Ratings & 3 Reviews,HP
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Lap...,"69,990","26,220",45% off,4.2,"4,539 Ratings & 366 Reviews",HP
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,"98,290","37,990",38% off,3.6,14 Ratings & 4 Reviews,Thomson
Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,"91,790","60,690",29% off,,,Lenovo
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,"54,539","64,690",22% off,4.2,160 Ratings & 18 Reviews,Lenovo
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14-gr0000TU Thin and Light ...,"1,08,999","41,999",46% off,4.6,48 Ratings & 3 Reviews,HP
